Manufacturer,Model Year,Regulatory Class,Vehicle Type,Production ,Production Share,MPG (Avg. City/HW),CO2 g/mi (Avg. City/HW),Footprint (sq. ft.)
Honda,2010,Truck,All Truck,414,0.038,20.91,425.10,49.59
Toyota,2010,Truck,Truck SUV,419,0.038,21.05,422.27,47.67
GM,2010,All,All,1721,0.158,21.26,417.96,51.53
Honda,2010,Truck,Truck SUV,287,0.026,21.39,415.44,47.25
Stellantis,2010,Car,Car SUV,17,0.002,22.00,403.86,49.04
Nissan,2010,Car,Car SUV,69,0.006,22.03,403.42,46.44
BMW,2010,All,All,170,0.016,22.12,403.88,45.78
Stellantis,2010,Car,All Car,384,0.035,22.17,400.91,48.91
Stellantis,2010,Car,Sedan/Wagon,367,0.034,22.17,400.77,48.90
Kia,2010,Car,Car SUV,6,0.001,22.41,396.52,46.31
Ford,2010,Car,Car SUV,227,0.021,22.42,396.34,46.35
All,2010,All,All,11116,1,22.59,393.65,48.55
BMW,2010,Car,All Car,144,0.013,22.84,389.66,44.87
BMW,2010,Car,Sedan/Wagon,144,0.013,22.84,389.66,44.87
All,2010,Car,Car SUV,915,0.082,23.03,385.94,46.87
Hyundai,2010,Truck,All Truck,30,0.003,23.04,385.70,46.91
Hyundai,2010,Truck,Truck SUV,30,0.003,23.04,385.70,46.91
Nissan,2010,All,All,854,0.078,23.19,383.27,47.07
Subaru,2010,Truck,Truck SUV,186,0.017,23.29,381.60,44.13
Subaru,2010,Truck,All Truck,186,0.017,23.29,381.60,44.13
Mazda,2010,Car,Car SUV,37,0.003,23.37,380.27,47.68
Toyota,2010,Car,Car SUV,156,0.014,23.38,380.14,46.75
Ford,2010,Truck,Minivan/Van,37,0.003,23.38,380.09,47.91
GM,2010,Car,Car SUV,240,0.022,23.41,379.57,48.30
Subaru,2010,All,All,258,0.024,23.43,379.27,44.14
GM,2010,Car,All Car,1089,0.1,23.78,373.75,46.81
Subaru,2010,Car,All Car,73,0.007,23.81,373.32,44.15
Subaru,2010,Car,Sedan/Wagon,73,0.007,23.81,373.32,44.15
GM,2010,Car,Sedan/Wagon,849,0.078,23.88,372.11,46.40
Hyundai,2010,Car,Car SUV,57,0.005,24.02,369.93,46.72
Ford,2010,Car,All Car,940,0.086,24.11,368.64,46.05
Mazda,2010,Truck,Minivan/Van,20,0.002,24.11,368.63,45.10
Honda,2010,Car,Car SUV,79,0.007,24.35,364.96,44.17
Mazda,2010,All,All,311,0.028,24.45,363.55,45.40
VW,2010,All,All,336,0.031,24.66,367.80,44.43
Ford,2010,Car,Sedan/Wagon,713,0.065,24.70,359.82,45.96
Honda,2010,All,All,1235,0.113,24.92,356.58,46.41
Toyota,2010,All,All,2205,0.202,25.38,350.19,47.15
All,2010,Car,All Car,6976,0.628,25.70,346.08,45.44
VW,2010,Car,All Car,286,0.026,25.79,352.27,43.79
VW,2010,Car,Sedan/Wagon,286,0.026,25.79,352.27,43.79
Mazda,2010,Car,All Car,249,0.023,25.82,344.18,44.60
Nissan,2010,Car,All Car,620,0.057,25.83,344.09,45.36
All,2010,Car,Sedan/Wagon,6061,0.545,26.16,340.06,45.22
Mazda,2010,Car,Sedan/Wagon,212,0.019,26.30,337.90,44.06
Nissan,2010,Car,Sedan/Wagon,551,0.05,26.40,336.64,45.23
Kia,2010,All,All,248,0.023,26.97,329.56,44.59
Hyundai,2010,All,All,401,0.037,27.00,329.11,45.12
Hyundai,2010,Car,All Car,371,0.034,27.39,324.52,44.97
Honda,2010,Car,All Car,821,0.075,27.60,322.01,44.80
Kia,2010,Car,All Car,226,0.021,27.91,318.45,43.84
Honda,2010,Car,Sedan/Wagon,741,0.068,28.00,317.42,44.87
Hyundai,2010,Car,Sedan/Wagon,314,0.029,28.09,316.32,44.65
Kia,2010,Car,Sedan/Wagon,220,0.02,28.11,316.15,43.77
Toyota,2010,Car,All Car,1498,0.137,29.47,301.56,44.28
Toyota,2010,Car,Sedan/Wagon,1343,0.123,30.39,292.45,44.00
GM,2011,Truck,Minivan/Van,14,0.001,15.90,558.86,64.06
Stellantis,2011,Truck,Pickup,171,0.014,16.19,548.99,65.14
Nissan,2011,Truck,Pickup,70,0.006,16.48,539.20,58.30
Mercedes,2011,Truck,All Truck,74,0.006,16.97,531.47,51.93
Mercedes,2011,Truck,Truck SUV,74,0.006,16.97,531.47,51.93
All,2011,Truck,Pickup,1479,0.123,17.24,515.58,63.93
GM,2011,Truck,Pickup,526,0.045,17.35,512.19,65.42
Ford,2011,Truck,Pickup,477,0.041,17.47,508.63,63.94
Toyota,2011,Truck,Pickup,217,0.018,17.55,506.25,61.73
Honda,2011,Truck,Pickup,15,0.001,17.68,502.67,56.80
GM,2011,Truck,All Truck,1090,0.093,17.78,499.83,60.96
GM,2011,Truck,Truck SUV,549,0.047,18.27,486.44,56.61
Ford,2011,Truck,All Truck,833,0.071,18.38,483.56,58.16
Stellantis,2011,Truck,All Truck,836,0.071,18.65,476.47,52.58
Mercedes,2011,Car,Car SUV,9,0.001,18.89,470.34,46.90
Nissan,2011,Truck,All Truck,303,0.026,18.96,468.61,51.16
Stellantis,2011,Truck,Truck SUV,514,0.044,19.06,466.35,47.79
All,2011,Truck,All Truck,5069,0.422,19.09,465.78,54.42
Mercedes,2011,All,All,239,0.02,19.11,467.90,48.07
Stellantis,2011,All,All,1077,0.092,19.42,457.68,51.79
Ford,2011,Truck,Truck SUV,324,0.028,19.59,453.68,50.45
Mazda,2011,Truck,Truck SUV,34,0.003,19.61,453.28,50.53
Mazda,2011,Truck,All Truck,34,0.003,19.61,453.28,50.53
Nissan,2011,Truck,Truck SUV,217,0.018,19.76,449.69,48.51
Toyota,2011,Truck,All Truck,780,0.066,19.80,448.85,53.55
All,2011,Truck,Truck SUV,3069,0.255,19.82,448.83,49.66
Mercedes,2011,Car,All Car,165,0.014,20.26,439.35,46.33
BMW,2011,Truck,All Truck,66,0.006,20.28,447.34,51.07
BMW,2011,Truck,Truck SUV,66,0.006,20.28,447.34,51.07
Mercedes,2011,Car,Sedan/Wagon,156,0.013,20.35,437.47,46.29
GM,2011,All,All,2430,0.206,20.66,430.16,53.36
Stellantis,2011,Truck,Minivan/Van,151,0.013,20.72,428.93,54.70
Toyota,2011,Truck,Minivan/Van,187,0.016,20.79,427.46,56.10
Toyota,2011,Truck,Truck SUV,375,0.032,20.85,426.29,47.54
Honda,2011,Truck,Truck SUV,416,0.035,20.85,426.22,47.95
All,2011,Truck,Minivan/Van,521,0.043,20.95,424.22,55.45
Honda,2011,Truck,All Truck,535,0.045,21.01,422.99,49.74
Ford,2011,All,All,1665,0.141,21.03,422.66,52.13
VW,2011,Truck,Truck SUV,78,0.007,21.24,423.54,48.49
VW,2011,Truck,All Truck,78,0.007,21.24,423.54,48.49
Kia,2011,Truck,Minivan/Van,17,0.001,21.28,417.72,54.70
Nissan,2011,Truck,Minivan/Van,16,0.001,21.41,415.04,55.70
Ford,2011,Truck,Minivan/Van,32,0.003,21.61,411.26,49.96
All,2011,All,All,12018,1,22.29,399.00,49.54
Honda,2011,Truck,Minivan/Van,104,0.009,22.31,398.41,55.90
Hyundai,2011,Truck,All Truck,48,0.004,22.45,395.81,46.70
Hyundai,2011,Truck,Truck SUV,48,0.004,22.45,395.81,46.70
Kia,2011,Truck,All Truck,88,0.007,22.50,395.02,48.32
Stellantis,2011,Car,Sedan/Wagon,242,0.021,22.63,392.77,49.05
Stellantis,2011,Car,All Car,242,0.021,22.63,392.77,49.05
BMW,2011,All,All,386,0.033,22.65,394.58,46.78
